Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,77.261,38.635,90.2856%,90.2856%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,8.314,8.314,9.71443%,100%,24832,1,AllocateTensors/0

============================== Top by Computation Time ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,77.261,38.635,90.2856%,90.2856%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,8.314,8.314,9.71443%,100%,24832,1,AllocateTensors/0

Number of nodes executed: 2
============================== Summary by node type ==============================
node type,count,avg_ms,avg %,cdf %,mem KB,times called
ModifyGraphWithDelegate,1,77.27,90.2856%,90.2856%,0,2
AllocateTensors,1,8.314,9.71443%,100%,24832,1

Timings (microseconds): count=1 curr=85584
Memory (bytes): count=0
2 nodes observed


Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
"Convolution (NHWC, F32) IGEMM",1.751,1.59158,3.00072%,3.00072%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:0
PADV2,0.119,0.11202,0.2112%,3.21192%,0,1,[ai_edge_torch._convert.to_channel_last_io.ChannelLastIOWrapper/timm.models.resnet.ResNet_wrapped/torch.nn.modules.pooling.MaxPool2d_maxpool;]:2
"Max Pooling (NHWC, F32)",0.041,0.04518,0.0851812%,3.2971%,0,1,Delegate/Max Pooling (NHWC	 F32):0
"Fully Connected (NC, F32) GEMM",0.125,0.13187,0.248624%,3.54573%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:1
"Convolution (NHWC, F32) IGEMM",1.57,1.57874,2.97652%,6.52224%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:2
"Fully Connected (NC, F32) GEMM",0.5,0.5072,0.956262%,7.4785%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:3
"Fully Connected (NC, F32) GEMM",0.489,0.51417,0.969403%,8.44791%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:4
Add (ND),0.056,0.07195,0.135653%,8.58356%,0,1,Delegate/Add (ND):5
Clamp (NC),0.05,0.05697,0.10741%,8.69097%,0,1,Delegate/Clamp (NC):6
"Fully Connected (NC, F32) GEMM",0.5,0.48175,0.908279%,9.59925%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:7
"Convolution (NHWC, F32) IGEMM",1.679,1.5801,2.97908%,12.5783%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:8
"Fully Connected (NC, F32) GEMM",0.505,0.50585,0.953716%,13.532%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:9
Add (ND),0.053,0.0604,0.113877%,13.6459%,0,1,Delegate/Add (ND):10
Clamp (NC),0.077,0.0833,0.157052%,13.803%,0,1,Delegate/Clamp (NC):11
"Fully Connected (NC, F32) GEMM",0.494,0.50453,0.951228%,14.7542%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:12
"Convolution (NHWC, F32) IGEMM",1.713,1.58644,2.99103%,17.7452%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:13
"Fully Connected (NC, F32) GEMM",0.562,0.50631,0.954584%,18.6998%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:14
Add (ND),0.087,0.0625,0.117836%,18.8177%,0,1,Delegate/Add (ND):15
Clamp (NC),0.108,0.08106,0.152828%,18.9705%,0,1,Delegate/Clamp (NC):16
"Fully Connected (NC, F32) GEMM",1.024,0.98208,1.85159%,20.8221%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:17
"Convolution (NHWC, F32) IGEMM",1.65,1.59001,2.99776%,23.8198%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:18
"Fully Connected (NC, F32) GEMM",0.471,0.48841,0.920835%,24.7407%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:19
"Convolution (NHWC, F32) IGEMM",1.435,1.37582,2.59393%,27.3346%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:20
Add (ND),0.028,0.02447,0.0461351%,27.3807%,0,1,Delegate/Add (ND):21
Clamp (NC),0.015,0.01547,0.0291667%,27.4099%,0,1,Delegate/Clamp (NC):22
"Fully Connected (NC, F32) GEMM",0.464,0.47482,0.895213%,28.3051%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:23
"Convolution (NHWC, F32) IGEMM",1.592,1.59549,3.0081%,31.3132%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:24
"Fully Connected (NC, F32) GEMM",0.475,0.49668,0.936427%,32.2496%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:25
Add (ND),0.024,0.02355,0.0444006%,32.294%,0,1,Delegate/Add (ND):26
Clamp (NC),0.038,0.03763,0.0709466%,32.365%,0,1,Delegate/Clamp (NC):27
"Fully Connected (NC, F32) GEMM",0.483,0.48134,0.907506%,33.2725%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:28
"Convolution (NHWC, F32) IGEMM",1.652,1.60554,3.02704%,36.2995%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:29
"Fully Connected (NC, F32) GEMM",0.717,0.50456,0.951284%,37.2508%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:30
Add (ND),0.041,0.02428,0.0457769%,37.2966%,0,1,Delegate/Add (ND):31
Clamp (NC),0.06,0.0373,0.0703244%,37.3669%,0,1,Delegate/Clamp (NC):32
"Fully Connected (NC, F32) GEMM",0.739,0.48677,0.917743%,38.2847%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:33
"Convolution (NHWC, F32) IGEMM",2.158,1.62387,3.0616%,41.3463%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:34
"Fully Connected (NC, F32) GEMM",0.507,0.50536,0.952793%,42.2991%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:35
Add (ND),0.026,0.02505,0.0472286%,42.3463%,0,1,Delegate/Add (ND):36
Clamp (NC),0.035,0.04007,0.0755469%,42.4218%,0,1,Delegate/Clamp (NC):37
"Fully Connected (NC, F32) GEMM",0.926,0.97416,1.83666%,44.2585%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:38
"Convolution (NHWC, F32) IGEMM",1.611,1.68762,3.18179%,47.4403%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:39
"Fully Connected (NC, F32) GEMM",0.498,0.53571,1.01001%,48.4503%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:40
"Convolution (NHWC, F32) IGEMM",1.403,1.46067,2.75391%,51.2042%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:41
Add (ND),0.013,0.0124,0.0233786%,51.2276%,0,1,Delegate/Add (ND):42
Clamp (NC),0.007,0.00701,0.0132165%,51.2408%,0,1,Delegate/Clamp (NC):43
"Fully Connected (NC, F32) GEMM",0.511,0.52405,0.98803%,52.2288%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:44
"Convolution (NHWC, F32) IGEMM",1.677,1.66828,3.14533%,55.3742%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:45
"Fully Connected (NC, F32) GEMM",0.584,0.53248,1.00392%,56.3781%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:46
Add (ND),0.01,0.01146,0.0216064%,56.3997%,0,1,Delegate/Add (ND):47
Clamp (NC),0.017,0.017,0.0320514%,56.4317%,0,1,Delegate/Clamp (NC):48
"Fully Connected (NC, F32) GEMM",0.512,0.52787,0.995232%,57.427%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:49
"Convolution (NHWC, F32) IGEMM",1.642,1.66513,3.13939%,60.5664%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:50
"Fully Connected (NC, F32) GEMM",0.493,0.53264,1.00423%,61.5706%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:51
Add (ND),0.011,0.01283,0.0241893%,61.5948%,0,1,Delegate/Add (ND):52
Clamp (NC),0.016,0.01658,0.0312595%,61.626%,0,1,Delegate/Clamp (NC):53
