Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,76.313,38.1625,90.5988%,90.5988%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,7.92,7.92,9.40115%,100%,25088,1,AllocateTensors/0

============================== Top by Computation Time ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,76.313,38.1625,90.5988%,90.5988%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,7.92,7.92,9.40115%,100%,25088,1,AllocateTensors/0

Number of nodes executed: 2
============================== Summary by node type ==============================
node type,count,avg_ms,avg %,cdf %,mem KB,times called
ModifyGraphWithDelegate,1,76.325,90.5989%,90.5989%,0,2
AllocateTensors,1,7.92,9.40115%,100%,25088,1

Timings (microseconds): count=1 curr=84245
Memory (bytes): count=0
2 nodes observed


Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
"Convolution (NHWC, F32) IGEMM",1.657,1.61312,2.90052%,2.90052%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:0
PADV2,0.112,0.1162,0.208937%,3.10946%,0,1,[ai_edge_torch._convert.to_channel_last_io.ChannelLastIOWrapper/timm.models.resnet.ResNet_wrapped/torch.nn.modules.pooling.MaxPool2d_maxpool;]:2
"Max Pooling (NHWC, F32)",0.043,0.0457,0.0821724%,3.19163%,0,1,Delegate/Max Pooling (NHWC	 F32):0
"Fully Connected (NC, F32) GEMM",0.183,0.14082,0.253206%,3.44484%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:1
"Convolution (NHWC, F32) IGEMM",1.616,1.58844,2.85615%,6.30098%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:2
"Fully Connected (NC, F32) GEMM",0.616,0.54858,0.986392%,7.28738%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:3
"Fully Connected (NC, F32) GEMM",0.52,0.54844,0.98614%,8.27352%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:4
Add (ND),0.076,0.07389,0.13286%,8.40638%,0,1,Delegate/Add (ND):5
