Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,80.407,40.2085,90.9448%,90.9448%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,8.007,8.007,9.05523%,100%,24832,1,AllocateTensors/0

============================== Top by Computation Time ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
ModifyGraphWithDelegate,80.407,40.2085,90.9448%,90.9448%,0,2,ModifyGraphWithDelegate/0
AllocateTensors,8.007,8.007,9.05523%,100%,24832,1,AllocateTensors/0

Number of nodes executed: 2
============================== Summary by node type ==============================
node type,count,avg_ms,avg %,cdf %,mem KB,times called
ModifyGraphWithDelegate,1,80.417,90.9448%,90.9448%,0,2
AllocateTensors,1,8.007,9.05523%,100%,24832,1

Timings (microseconds): count=1 curr=88424
Memory (bytes): count=0
2 nodes observed


Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
node type,first,avg_ms,%,cdf%,mem KB,times called,name
"Convolution (NHWC, F32) IGEMM",1.797,1.57274,2.75145%,2.75145%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:0
PADV2,0.113,0.10774,0.188487%,2.93994%,0,1,[ai_edge_torch._convert.to_channel_last_io.ChannelLastIOWrapper/timm.models.resnet.ResNet_wrapped/torch.nn.modules.pooling.MaxPool2d_maxpool;]:2
"Max Pooling (NHWC, F32)",0.037,0.0443,0.0775012%,3.01744%,0,1,Delegate/Max Pooling (NHWC	 F32):0
"Fully Connected (NC, F32) GEMM",0.139,0.15054,0.263364%,3.2808%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:1
"Convolution (NHWC, F32) IGEMM",1.457,1.50987,2.64146%,5.92226%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:2
"Fully Connected (NC, F32) GEMM",0.561,0.57927,1.01341%,6.93567%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:3
"Fully Connected (NC, F32) GEMM",0.597,0.58564,1.02456%,7.96023%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:4
Add (ND),0.071,0.06684,0.116934%,8.07716%,0,1,Delegate/Add (ND):5
Clamp (NC),0.059,0.0541,0.0946459%,8.17181%,0,1,Delegate/Clamp (NC):6
"Fully Connected (NC, F32) GEMM",0.661,0.66042,1.15538%,9.32719%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:7
"Convolution (NHWC, F32) IGEMM",1.585,1.51649,2.65304%,11.9802%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:8
"Fully Connected (NC, F32) GEMM",0.666,0.58751,1.02783%,13.0081%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:9
Add (ND),0.051,0.05572,0.09748%,13.1055%,0,1,Delegate/Add (ND):10
Clamp (NC),0.074,0.08286,0.14496%,13.2505%,0,1,Delegate/Clamp (NC):11
"Fully Connected (NC, F32) GEMM",0.734,0.68458,1.19765%,14.4481%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:12
"Convolution (NHWC, F32) IGEMM",1.711,1.52244,2.66345%,17.1116%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:13
"Fully Connected (NC, F32) GEMM",0.799,0.58282,1.01962%,18.1312%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:14
Add (ND),0.108,0.0552,0.0965703%,18.2278%,0,1,Delegate/Add (ND):15
Clamp (NC),0.14,0.07825,0.136895%,18.3647%,0,1,Delegate/Clamp (NC):16
"Fully Connected (NC, F32) GEMM",1.901,1.33906,2.34263%,20.7073%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:17
"Convolution (NHWC, F32) IGEMM",1.575,1.53863,2.69178%,23.3991%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:18
"Fully Connected (NC, F32) GEMM",0.603,0.63598,1.11262%,24.5117%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:19
"Convolution (NHWC, F32) IGEMM",1.339,1.33786,2.34054%,26.8523%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:20
Add (ND),0.028,0.02226,0.038943%,26.8912%,0,1,Delegate/Add (ND):21
Clamp (NC),0.016,0.01614,0.0282363%,26.9194%,0,1,Delegate/Clamp (NC):22
"Fully Connected (NC, F32) GEMM",0.645,0.68586,1.19989%,28.1193%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:23
"Convolution (NHWC, F32) IGEMM",1.482,1.556,2.72216%,30.8415%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:24
"Fully Connected (NC, F32) GEMM",0.688,0.64918,1.13572%,31.9772%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:25
Add (ND),0.029,0.02228,0.038978%,32.0162%,0,1,Delegate/Add (ND):26
Clamp (NC),0.037,0.04115,0.0719904%,32.0882%,0,1,Delegate/Clamp (NC):27
"Fully Connected (NC, F32) GEMM",0.876,0.68744,1.20265%,33.2908%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:28
"Convolution (NHWC, F32) IGEMM",1.959,1.56381,2.73583%,36.0266%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:29
"Fully Connected (NC, F32) GEMM",0.748,0.6453,1.12893%,37.1556%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:30
Add (ND),0.069,0.02477,0.0433342%,37.1989%,0,1,Delegate/Add (ND):31
Clamp (NC),0.048,0.04135,0.0723403%,37.2712%,0,1,Delegate/Clamp (NC):32
"Fully Connected (NC, F32) GEMM",0.807,0.69216,1.21091%,38.4822%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:33
"Convolution (NHWC, F32) IGEMM",1.793,1.56283,2.73411%,41.2163%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:34
"Fully Connected (NC, F32) GEMM",0.713,0.64828,1.13414%,42.3504%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:35
Add (ND),0.022,0.02362,0.0413223%,42.3917%,0,1,Delegate/Add (ND):36
Clamp (NC),0.035,0.04178,0.0730925%,42.4648%,0,1,Delegate/Clamp (NC):37
"Fully Connected (NC, F32) GEMM",1.282,1.3876,2.42755%,44.8924%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:38
"Convolution (NHWC, F32) IGEMM",1.635,1.63744,2.86464%,47.757%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:39
"Fully Connected (NC, F32) GEMM",0.643,0.70604,1.23519%,48.9922%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:40
"Convolution (NHWC, F32) IGEMM",1.33,1.41613,2.47747%,51.4697%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:41
Add (ND),0.009,0.01139,0.0199264%,51.4896%,0,1,Delegate/Add (ND):42
Clamp (NC),0.006,0.00618,0.0108117%,51.5004%,0,1,Delegate/Clamp (NC):43
"Fully Connected (NC, F32) GEMM",0.668,0.71591,1.25246%,52.7529%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:44
"Convolution (NHWC, F32) IGEMM",1.497,1.60635,2.81025%,55.5631%,0,1,Delegate/Convolution (NHWC	 F32) IGEMM:45
"Fully Connected (NC, F32) GEMM",0.651,0.70185,1.22786%,56.791%,0,1,Delegate/Fully Connected (NC	 F32) GEMM:46
Add (ND),0.009,0.0119,0.0208186%,56.8118%,0,1,Delegate/Add (ND):47
Clamp (NC),0.016,0.01724,0.0301607%,56.842%,0,1,Delegate/Clamp (NC):48
